"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Agua Pura 200g","75082275603","Bebidas","2026-06-04","Bayer","90.09","424"
"Pan Frances 600ml","75084449397","Panaderia","2027-12-24","Unilever","119.73","24"
"Queso Cheddar 1kg","75074846176","Lacteos","2026-08-19","Procter","68.45","401"
"Aceite Soya 350ml","75030556922","Aceites","2027-08-15","Colgate","125.45","499"
"Garbanzo 750ml","75063862478","Granos","2027-02-05","Lipton","128.49","396"
"Naranja 1L","75041232702","Frutas","2026-05-04","Quaker","6.95","176"
"Jabon Platos 3u","75061296370","Limpieza","2027-11-05","Colgate","129.81","11"
"Jugo Naranja 3u","75058178017","Bebidas","2027-04-26","Nestle","58.82","374"
"Muslo Pollo 200ml","75014266530","Carnes","2026-12-21","Kelloggs","45.72","161"
"Aceite Canola 500ml","75064811926","Aceites","2026-01-09","Gallo","35.88","211"
"Leche Chocolate 200g","75068698735","Lacteos","2026-04-25","Del Monte","35.08","355"
"Jabon Platos 750ml","75028144308","Limpieza","2026-11-01","La Costena","114.47","138"
"Jamon Pavo 3u","75074458742","Carnes","2027-02-09","Coca Cola","121.97","361"
"Papaya 500ml","75043190706","Frutas","2027-04-07","Pilsener","73.31","334"
"Tomate","75049349873","Verduras","2027-03-19","Knorr","56.03","241"
"Papa 250ml #1001","75098519118","Verduras","2027-06-17","Nestle","8.9","297"
"Fresa 12u #590","75036336117","Frutas","2027-10-02","Bayer","38.94","262"
"Cacahuates 250g","75089826728","Snacks","2027-06-24","Parma","115.18","349"
"Pretzels 1u","75017461758","Snacks","2027-03-24","Unilever","118.81","293"
"Pan Dulce 2kg","75066578209","Panaderia","2026-05-02","Quaker","14.03","361"
"Pan Integral 1L","75027549443","Panaderia","2026-12-04","McCormick","79.0","366"
"Aceite Oliva 100g","75036249369","Aceites","2026-08-21","Pilsener","113.26","336"
"Acondicionador 600ml","75042175982","Higiene","2027-06-16","Quaker","139.58","238"
"Aceite Coco 600ml","75031319582","Aceites","2026-06-10","Quaker","37.74","368"
"Costilla Cerdo 200ml","75029265981","Carnes","2026-07-11","La Costena","120.93","298"
"Limonada 200ml","75092146570","Bebidas","2027-01-20","Bayer","60.27","194"
"Aceite Maiz 750ml","75049833959","Aceites","2026-12-06","Ducal","111.13","179"
"Enjuague Bucal 1kg","75015090542","Higiene","2026-11-12","Bimbo","135.06","248"
"Queso Mozzarella 12u","75080559699","Lacteos","2027-03-02","Bayer","56.98","395"
"Quinoa 200g","75036615231","Granos","2026-08-07","Del Monte","120.54","287"
"Limpia Vidrios 500g","75037696341","Limpieza","2027-10-24","Kelloggs","112.9","15"
"Bolsa Basura 600ml","75082641613","Limpieza","2027-09-28","Del Monte","56.72","332"
"Manteca Vegetal 500g","75057461179","Aceites","2027-08-09","Del Monte","34.26","498"
"Gatorade 1L","75015545910","Bebidas","2027-11-24","Kern","102.62","193"
"Aceite Coco 12u","75059574053","Aceites","2027-03-23","Maggi","125.55","418"
"Tortilla Maiz 750ml #899","75091915342","Panaderia","2026-05-06","Colgate","100.25","145"
"Avena 250g","75016922907","Granos","2027-02-25","Coca Cola","36.97","205"
"Jugo Naranja 500ml","75035676287","Bebidas","2027-06-12","Ducal","40.21","149"
"Aguacate 750ml","75019833979","Verduras","2026-01-10","La Costena","21.29","61"
"Pepino 350ml","75083577023","Verduras","2026-03-20","Quaker","134.76","222"
"Leche Entera 750ml","75034515614","Lacteos","2026-01-24","La Costena","35.44","123"
"Muslo Pollo 3u","75051805775","Carnes","2027-04-03","Kelloggs","90.47","281"
"Aceite Oliva 350ml","75030897892","Aceites","2026-04-13","Colgate","64.8","64"
"Cheetos 1kg","75097340208","Snacks","2027-09-02","Bayer","22.74","283"
"Garbanzo 500ml","75067832109","Granos","2026-11-11","Del Monte","43.04","23"
"Jabon Bano 100g","75069635166","Higiene","2026-08-05","Kelloggs","79.6","341"
"Cafe Frio 1L","75062014475","Bebidas","2026-03-13","Bayer","101.6","23"
"Pan Integral","75050333575","Panaderia","2027-09-04","Gallo","80.3","407"
"Mantequilla 3u","75021461826","Lacteos","2027-09-08","Ducal","76.31","463"
"Muslo Pollo","75037937732","Carnes","2027-05-05","Bimbo","98.84","416"
"Sandia 3u","75095378911","Frutas","2026-11-28","Pilsener","148.9","83"
"Brocoli 250g","75042794693","Verduras","2026-01-26","Parma","91.93","251"
"Cebolla 100g","75031199331","Verduras","2026-01-08","Gallo","122.43","452"
"Pan Integral 12u","75010274761","Panaderia","2026-11-03","Bayer","75.73","279"
"Zanahoria 100g","75041268806","Verduras","2026-01-09","Bimbo","72.78","217"
"Escoba 12u","75084096439","Limpieza","2026-08-28","Procter","53.24","121"
"Te Helado 500g","75031118484","Bebidas","2026-05-22","Knorr","35.92","452"
"Queso Fresco 3u #801","75094994104","Lacteos","2026-03-27","Pilsener","6.77","157"
"Mango 350ml","75069517961","Frutas","2026-10-16","La Costena","63.17","318"
"Carne Molida 600ml","75041620219","Carnes","2026-05-13","Unilever","58.69","229"
"Frijol Negro 350ml","75063965762","Granos","2027-04-02","Kern","86.43","19"
"Aceite Vegetal 200g","75069926813","Aceites","2027-08-12","Knorr","36.17","44"
"Pasta Dental 200g","75093674697","Higiene","2027-03-19","Colgate","56.58","213"
"Bistec Res 1kg","75070398232","Carnes","2026-09-17","Colgate","70.36","115"
"Queso Cheddar 500ml #803","75010455706","Lacteos","2027-07-26","Del Monte","21.42","319"
"Tortilla Maiz 3u","75058474751","Panaderia","2026-03-03","Bimbo","121.92","355"
"Pepino 12u","75051969436","Verduras","2027-02-02","Lipton","96.61","499"
"Gatorade 500ml","75026548283","Bebidas","2026-11-04","Colgate","87.03","6"
"Coca Cola 750ml","75048044547","Bebidas","2027-04-02","McCormick","93.93","249"
"Aceite Soya","75086458131","Aceites","2027-05-12","La Costena","132.01","121"
"Lechuga 2kg","75077300039","Verduras","2027-04-09","Kern","102.05","68"
"Galletas Oreo 250ml","75046553282","Snacks","2027-12-18","Maggi","65.37","496"
"Limonada 600ml","75038868997","Bebidas","2026-09-18","Kelloggs","27.24","458"
"Pepino 200g","75099196575","Verduras","2027-05-15","Del Monte","16.09","95"
"Lenteja Roja 750ml","75048952886","Granos","2026-07-04","Ducal","24.93","37"
"Yogurt Natural 12u","75024536279","Lacteos","2027-07-13","Quaker","120.37","84"
"Jabon Platos 600ml","75025554822","Limpieza","2027-08-19","Kern","128.56","160"
"Baguette 250g","75075226176","Panaderia","2026-02-24","Ducal","136.36","221"
"Baguette 500g","75033925248","Panaderia","2026-08-27","Del Monte","51.68","452"
"Brocoli 750ml","75059456237","Verduras","2027-02-09","Pilsener","81.91","307"
"Papas Fritas 600ml","75074180398","Snacks","2026-08-06","Del Monte","45.89","226"
"Garbanzo 12u","75017159264","Granos","2027-08-19","Quaker","4.88","261"
"Avena 500g","75041150040","Granos","2027-08-22","Colgate","106.65","422"
"Lenteja Roja 600ml #834","75024864390","Granos","2027-07-05","Bayer","65.35","363"
"Papas Fritas 500ml","75040144049","Snacks","2026-05-18","Kern","43.16","341"
"Acondicionador 100g","75021198889","Higiene","2027-01-11","Bimbo","38.83","150"
"Suavizante 200ml","75054071101","Limpieza","2026-01-03","Bimbo","18.03","255"
"Trapeador 200g","75027089598","Limpieza","2027-12-08","Nestle","48.19","352"
"Papel Higienico 750ml","75088770311","Higiene","2027-04-25","Nestle","47.95","414"
"Pepino 1u","75030612719","Verduras","2027-05-01","Del Monte","131.9","465"
"Cloro","75021559160","Limpieza","2027-05-08","Ducal","54.13","249"
"Leche Chocolate 3u #819","75033496050","Lacteos","2027-05-09","Unilever","56.1","264"
"Jamon Pavo 6u #946","75088026193","Carnes","2026-08-12","Coca Cola","76.95","227"
"Manzana Roja 250ml #573","75020128269","Frutas","2027-05-18","Lipton","76.76","493"
"Longaniza","75064735239","Carnes","2027-11-04","Bimbo","12.42","399"
"Tortilla Maiz 2kg","75023928511","Panaderia","2027-06-28","Bimbo","16.13","354"
"Cheetos 3u #723","75059164467","Snacks","2026-09-27","Bimbo","99.08","104"
"Bistec Res 350ml #934","75060232204","Carnes","2027-12-04","Bayer","142.55","299"
"Chorizo 200ml","75032490930","Carnes","2026-06-12","Bimbo","12.46","301"
"Manzana Roja 1u","75071600457","Frutas","2027-12-28","Ducal","116.38","438"
"Chorizo 200g","75011232701","Carnes","2026-01-07","Coca Cola","50.85","493"
"Sandia 12u","75096509789","Frutas","2027-03-08","La Costena","84.04","473"
"Avena 500ml #841","75026335814","Granos","2027-11-20","Del Monte","64.63","473"
"Zanahoria 250g","75038778254","Verduras","2026-02-11","McCormick","14.45","417"
"Carne Molida","75081854263","Carnes","2026-07-05","Gallo","134.36","244"
"Pretzels 600ml","75032923998","Snacks","2027-08-14","Quaker","28.62","355"
"Croissant 350ml","75037819051","Panaderia","2027-05-19","La Costena","5.35","138"
"Aceite Oliva 750ml #646","75030802279","Aceites","2026-03-25","Nestle","9.47","223"
"Papaya 500g","75091514781","Frutas","2026-07-07","Kern","80.4","330"
"Pan Dulce 1u","75044643772","Panaderia","2026-04-01","Knorr","31.22","297"
"Arroz Blanco 1L","75068177405","Granos","2026-03-21","Unilever","22.93","243"
"Carne Molida 1L","75019905087","Carnes","2027-08-26","La Costena","132.36","486"
"Papa 12u","75098672671","Verduras","2026-10-10","Procter","124.13","471"
"Aguacate 3u","75088461461","Verduras","2027-02-24","Kern","147.22","154"
"Trapeador 12u","75044446809","Limpieza","2026-08-07","Del Monte","35.05","229"
"Melon 1kg","75025447198","Frutas","2027-09-20","McCormick","122.81","91"
"Tocino 250ml","75092567901","Carnes","2026-04-01","Del Monte","28.12","46"
"Crema Agria 600ml","75046235763","Lacteos","2026-04-01","Unilever","21.72","237"
"Lechuga 200ml","75029894014","Verduras","2026-02-07","Colgate","96.15","330"
"Queso Mozzarella 1L","75046539997","Lacteos","2026-04-08","Quaker","103.29","87"
"Pan Dulce 3u","75072356254","Panaderia","2027-09-21","Gallo","19.2","131"
"Pan Centeno 750ml","75015785472","Panaderia","2027-01-18","Colgate","69.63","37"
"Longaniza 250ml","75036408266","Carnes","2027-01-26","Nestle","36.17","451"
"Queso Fresco 350ml","75051183074","Lacteos","2026-12-27","Unilever","81.96","166"
"Manzana Roja 350ml","75076006413","Frutas","2027-05-03","Unilever","73.58","373"
"Cebada 750ml","75047249670","Granos","2026-03-27","Kelloggs","4.72","199"
"Cebolla 600ml #613","75023039493","Verduras","2027-11-25","Ducal","52.08","452"
"Queso Cheddar 1L","75025593021","Lacteos","2026-09-08","La Costena","59.22","246"
"Manzana Roja 250ml","75026036455","Frutas","2027-05-28","Parma","125.97","145"
"Longaniza 250ml #952","75042739796","Carnes","2026-04-24","Bimbo","19.15","181"
"Escoba 12u #716","75032471833","Limpieza","2026-03-04","Ducal","39.74","379"
"Muslo Pollo 350ml","75077158223","Carnes","2027-09-04","Procter","87.39","374"
"Frijol Rojo 200ml","75025093848","Granos","2027-09-18","Nestle","82.3","205"
"Papa 250ml","75091765483","Verduras","2026-05-24","Bimbo","93.02","123"
"Naranja 3u","75044697217","Frutas","2027-12-06","Gallo","149.12","456"
"Detergente Ropa 3u","75023073991","Limpieza","2027-06-12","Parma","53.68","271"
"Detergente Ropa 350ml","75054295249","Limpieza","2026-03-08","Lipton","124.77","77"
"Bistec Res 3u","75050981424","Carnes","2027-01-27","Coca Cola","39.81","183"
"Bistec Res 600ml","75091460124","Carnes","2026-02-13","Nestle","56.87","171"
"Garbanzo 500ml #433","75014807569","Granos","2026-11-16","Parma","79.23","178"
"Tortilla Harina","75068336273","Panaderia","2027-05-04","Nestle","113.15","340"
"Pan Blanco 1kg","75023564926","Panaderia","2027-01-02","Lipton","97.8","327"
"Chorizo 250ml","75086946416","Carnes","2027-12-21","Nestle","3.68","414"
"Pepsi 600ml","75094812690","Bebidas","2026-07-09","Unilever","64.15","99"
"Aceite Sesamo","75062126666","Aceites","2026-11-19","Nestle","35.11","427"
"Gomitas 12u","75067192290","Snacks","2026-10-13","Kelloggs","16.01","450"
"Pechuga Pollo 1kg","75079054200","Carnes","2027-03-10","Lipton","77.98","370"
"Aceite Oliva 200ml","75011300253","Aceites","2026-10-21","Del Monte","30.46","100"
"Aceite Aguacate 1u #672","75071611218","Aceites","2027-01-14","La Costena","22.25","121"
"Pan Integral 350ml","75031103257","Panaderia","2027-04-09","Kelloggs","43.48","490"
"Chile Jalapeno 600ml","75047291390","Verduras","2026-03-27","Kern","106.25","278"
"Mango 250g #972","75088141373","Frutas","2027-12-10","Colgate","53.19","380"
"Aceite Aguacate 1u","75080310441","Aceites","2026-03-14","Procter","26.98","67"
"Fresa 600ml #969","75020228815","Frutas","2026-04-12","McCormick","3.74","32"
"Brocoli 1kg","75072743685","Verduras","2026-01-06","Parma","71.91","22"
"Trapeador 1L","75061934499","Limpieza","2027-09-04","Kern","139.72","97"
"Pepsi 1kg","75031223778","Bebidas","2026-03-06","Procter","19.88","116"
"Pasta Dental 750ml","75014668500","Higiene","2027-12-16","Pilsener","113.48","478"
"Leche Descremada 250g","75051623577","Lacteos","2027-04-13","Colgate","65.2","37"
"Pan Centeno 600ml","75063348456","Panaderia","2026-02-13","Kelloggs","94.45","236"
"Manteca Vegetal 350ml #678","75028647415","Aceites","2027-07-09","Pilsener","48.1","151"
"Galleta Maria 200ml","75063142187","Panaderia","2027-07-14","Colgate","55.43","100"
"Uva Verde 3u","75032900801","Frutas","2026-04-05","Knorr","32.18","498"
"Trail Mix 350ml","75037121843","Snacks","2026-11-15","La Costena","107.08","271"
"Frijol Rojo 250g","75044258812","Granos","2026-09-07","Pilsener","132.39","495"
"Leche Entera 350ml","75097976641","Lacteos","2027-10-05","Parma","134.96","54"
"Avena 1kg","75099512648","Granos","2026-12-06","Kelloggs","142.83","41"
"Esponja","75051565833","Limpieza","2027-02-08","Kelloggs","22.04","149"
"Baguette 12u","75088184830","Panaderia","2026-01-18","Kelloggs","140.51","88"
"Papas Fritas 200ml","75066702909","Snacks","2027-11-19","Nestle","123.66","196"
"Galletas Oreo 3u","75085177847","Snacks","2027-06-26","Knorr","5.27","77"
"Longaniza 6u","75012879918","Carnes","2027-01-28","Ducal","92.94","50"
"Agua Pura 500ml","75035135961","Bebidas","2027-01-21","Coca Cola","39.66","21"
"Queso Cheddar 3u","75026306852","Lacteos","2026-12-08","Procter","63.0","123"
"Cepillo Dental 6u","75036704875","Higiene","2026-01-02","Coca Cola","110.3","105"
"Yogurt Fresa 600ml","75038048955","Lacteos","2026-02-15","Nestle","25.51","461"
"Jabon Platos 6u","75039552111","Limpieza","2026-08-03","Parma","32.48","485"
"Kombucha 750ml","75096544202","Bebidas","2026-09-08","McCormick","108.21","463"
"Shampoo 100g","75015659370","Higiene","2027-12-03","Gallo","139.91","325"
"Maiz Pozolero 350ml #449","75014911433","Granos","2026-04-07","Kern","65.21","142"
"Muslo Pollo 1L","75089302076","Carnes","2026-10-17","Ducal","92.26","468"
"Carne Molida 350ml","75073609164","Carnes","2027-12-23","Lipton","140.08","7"
"Papaya 200g #979","75087401957","Frutas","2027-01-12","Pilsener","64.6","93"
"Aceite Oliva 1kg","75086827989","Aceites","2026-03-16","Bimbo","101.56","88"
"Jabon Bano 600ml","75022368480","Higiene","2026-11-19","Ducal","108.82","338"
"Manzana Roja 750ml","75087256257","Frutas","2027-01-15","La Costena","50.46","45"
"Papel Higienico 250ml","75032895513","Higiene","2027-04-05","Unilever","22.14","179"
"Palomitas","75019332952","Snacks","2026-12-09","Coca Cola","78.43","463"
"Agua Pura 500g","75052059642","Bebidas","2026-03-18","Nestle","25.64","362"
"Cafe Frio 350ml","75062205413","Bebidas","2027-06-17","Maggi","89.85","194"
"Espinaca 600ml","75035050042","Verduras","2027-11-10","Gallo","32.48","350"
"Pan Frances 200ml","75016998144","Panaderia","2026-11-23","Colgate","6.79","5"
"Toallas Humedas 2kg #776","75049069071","Higiene","2027-10-22","Coca Cola","106.39","358"
"Croissant 100g","75052801955","Panaderia","2026-06-27","Coca Cola","105.21","154"
"Papel Higienico","75015151021","Higiene","2027-04-15","Parma","20.97","430"
"Pan Frances","75064928941","Panaderia","2026-06-06","La Costena","85.66","447"
"Pan Frances #896","75083240124","Panaderia","2027-02-25","Kelloggs","29.49","121"
"Queso Fresco 350ml #799","75053979674","Lacteos","2026-01-22","Ducal","104.9","412"
"Maiz Pozolero 1kg","75099081427","Granos","2026-10-21","Pilsener","66.22","457"
"Aceite Coco 1L #1035","75022668383","Aceites","2026-04-14","Lipton","35.28","37"
"Arroz Integral 200ml","75051341609","Granos","2026-12-14","Maggi","74.48","291"
"Pan Centeno 200g","75031334997","Panaderia","2026-07-10","Del Monte","9.58","443"
"Yogurt Fresa 250ml","75061207790","Lacteos","2027-03-14","Knorr","114.21","214"
"Naranja #961","75082500214","Frutas","2026-01-04","Maggi","136.55","458"
"Pan Centeno 1L","75010339002","Panaderia","2027-03-23","Procter","49.8","112"
"Aceite Oliva 250g","75030784598","Aceites","2027-08-14","Unilever","99.32","445"
"Lenteja Roja 600ml","75053952941","Granos","2026-04-08","La Costena","84.63","414"
"Desodorante 200ml","75045297097","Higiene","2027-06-05","Pilsener","80.85","406"
"Crema Agria 1u","75020655980","Lacteos","2027-05-04","Nestle","10.54","345"
"Pechuga Pollo 750ml","75031210103","Carnes","2026-07-27","Parma","79.1","418"
"Pepsi 200ml","75024273707","Bebidas","2026-01-27","Lipton","19.65","121"
"Papa 200g","75010868440","Verduras","2026-03-14","Parma","87.54","280"
"Queso Mozzarella #813","75093230975","Lacteos","2026-08-05","Coca Cola","135.83","266"
"Banana 2kg","75070551934","Frutas","2026-04-04","Ducal","128.46","286"
"Frijol Negro 250ml","75077895425","Granos","2027-10-14","Kelloggs","74.66","409"
"Jabon Platos","75050597482","Limpieza","2027-02-04","Kelloggs","129.82","497"
"Toallas Humedas 1L","75060405088","Higiene","2027-04-25","Bayer","76.7","287"
"Aceite Canola 350ml","75019831618","Aceites","2026-03-07","Parma","91.07","49"
"Papaya 200g","75056262061","Frutas","2026-03-26","Kelloggs","54.07","217"
"Galleta Maria 750ml #523","75021306362","Panaderia","2027-04-17","Gallo","15.38","118"
"Gomitas 1kg","75074357228","Snacks","2026-01-26","Gallo","92.75","163"
"Aceite Vegetal 2kg","75081270736","Aceites","2026-01-25","Ducal","76.89","382"
"Palomitas 6u","75012634637","Snacks","2026-08-28","Coca Cola","137.62","436"
"Coca Cola 100g","75032089553","Bebidas","2027-10-21","Quaker","36.83","402"
"Cepillo Dental 3u","75030023479","Higiene","2026-12-16","Del Monte","24.03","489"
"Cafe Frio","75010657684","Bebidas","2027-02-18","La Costena","40.0","124"
"Arroz Blanco 1L #823","75065480679","Granos","2027-05-03","Kern","143.83","287"
"Banana 500ml","75028408574","Frutas","2026-01-06","Nestle","40.75","309"
"Esponja 100g","75063815449","Limpieza","2026-07-11","Bimbo","45.44","162"
"Tocino 750ml","75099254829","Carnes","2027-10-23","Unilever","30.37","452"
"Trail Mix 12u","75092826912","Snacks","2026-12-01","Unilever","17.15","423"
"Mantequilla 250ml #809","75014571373","Lacteos","2026-10-28","Pilsener","144.68","438"
"Gatorade 2kg","75028609264","Bebidas","2026-11-15","Del Monte","98.26","195"
"Te Helado 200g #477","75045708221","Bebidas","2027-12-23","Kern","59.25","312"
"Sandia 750ml","75033423875","Frutas","2026-10-16","Unilever","134.3","186"
"Doritos 750ml #720","75098767736","Snacks","2027-01-15","Del Monte","129.07","268"
"Chile Jalapeno 12u","75099804921","Verduras","2027-07-05","Pilsener","73.71","231"
"Arroz Integral","75075519624","Granos","2027-08-15","Procter","22.62","333"
"Mango 1L","75017248054","Frutas","2026-09-07","Quaker","13.85","432"
"Enjuague Bucal 12u","75088851481","Higiene","2026-09-04","Ducal","144.94","283"
"Salchicha 1u #950","75071300844","Carnes","2026-12-28","Lipton","132.33","477"
"Melon 350ml","75064469921","Frutas","2026-12-22","Knorr","90.72","426"
"Papaya 500ml #977","75030401153","Frutas","2026-08-26","Coca Cola","25.23","289"
"Zanahoria 1u","75098792033","Verduras","2027-09-22","Parma","123.04","374"
"Bolsa Basura 1kg #708","75018802690","Limpieza","2027-07-27","Gallo","99.86","356"
"Banana 500ml #578","75071375362","Frutas","2026-10-15","Knorr","86.42","459"
"Doritos 6u","75069140884","Snacks","2027-02-06","McCormick","11.03","479"
"Detergente Ropa 600ml","75092045410","Limpieza","2027-11-02","Lipton","82.97","192"
"Toallas Humedas 2kg","75019173521","Higiene","2026-06-03","Kelloggs","145.74","269"
"Aceite Canola 600ml","75036151734","Aceites","2027-12-13","Del Monte","59.47","400"
"Salchicha 500g","75087102297","Carnes","2026-07-08","La Costena","48.03","205"
"Yogurt Fresa 1kg","75017160935","Lacteos","2026-11-27","Maggi","104.67","358"
"Jamon Pavo 12u #942","75051147318","Carnes","2026-12-28","Del Monte","58.25","235"
"Jugo Manzana 500g","75039424354","Bebidas","2027-03-20","Procter","82.9","247"
"Uva Verde 750ml","75059016525","Frutas","2027-03-15","Kern","82.35","45"
"Queso Mozzarella 100g","75024611089","Lacteos","2027-03-14","Gallo","85.24","45"
"Garbanzo 100g #432","75061297223","Granos","2026-10-21","Parma","12.91","401"
"Suavizante 1L","75016856658","Limpieza","2027-11-11","Kern","117.17","427"
"Manteca Vegetal 350ml","75041558227","Aceites","2026-05-21","Nestle","138.8","74"
"Suavizante 6u","75070071643","Limpieza","2026-07-27","Del Monte","129.43","150"
"Garbanzo 500g #435","75057985177","Granos","2026-12-05","Procter","43.36","383"
"Pina 1u","75099869961","Frutas","2027-08-13","Kelloggs","99.59","343"
"Crema Corporal 500g","75090970057","Higiene","2027-09-13","Nestle","85.24","294"
"Frijol Rojo 500g","75055484950","Granos","2027-07-11","Procter","3.21","6"
"Aguacate 200ml","75025858553","Verduras","2026-11-28","Del Monte","46.1","265"
"Limonada 250ml","75012085157","Bebidas","2026-11-22","La Costena","109.55","62"
"Galleta Maria 200ml #913","75025916533","Panaderia","2026-06-15","Unilever","26.94","113"
"Aceite Coco 1L","75011421156","Aceites","2026-02-10","McCormick","94.19","108"
"Desinfectante 350ml","75098291373","Limpieza","2026-04-19","Quaker","69.7","305"
"Aceite Soya 3u","75054790168","Aceites","2027-07-10","Knorr","114.57","477"
"Baguette 500ml","75094939145","Panaderia","2026-05-25","Colgate","56.95","376"
"Salchicha 500ml","75015437209","Carnes","2027-09-19","Bayer","27.06","61"
"Brocoli 3u","75073562667","Verduras","2026-04-18","Kern","124.72","38"
"Pretzels 1kg","75054670395","Snacks","2026-01-05","Kern","34.67","261"
"Aceite Sesamo 1L","75053522101","Aceites","2027-08-01","McCormick","102.54","32"
"Arroz Integral 1u","75052024417","Granos","2026-02-11","Bayer","16.15","426"
"Leche Chocolate 2kg","75034513551","Lacteos","2027-01-13","Nestle","45.42","235"
"Chile Jalapeno 1u","75078543095","Verduras","2027-02-05","Parma","51.58","146"
"Papas Fritas 1u","75011787967","Snacks","2026-03-10","Maggi","145.96","105"
"Cacahuates 600ml","75057612669","Snacks","2027-08-01","Maggi","137.92","226"
"Bistec Res 1u","75031714096","Carnes","2027-07-03","Pilsener","146.77","202"
"Coca Cola 12u","75063075041","Bebidas","2027-09-26","Kern","92.86","281"
"Te Helado 6u","75038718786","Bebidas","2026-09-04","Knorr","54.55","363"
"Manteca Vegetal 1L","75031086360","Aceites","2027-06-21","La Costena","148.29","200"
"Pepino 200ml","75079208273","Verduras","2027-02-02","Del Monte","119.33","122"
"Quinoa 2kg","75039918190","Granos","2026-01-18","Kern","84.08","311"
"Agua Pura 250g","75047570796","Bebidas","2027-06-13","La Costena","89.43","59"
"Gatorade 500g #881","75080549140","Bebidas","2026-10-10","Parma","76.75","395"
"Tortilla Harina 1L","75046215291","Panaderia","2027-11-11","Knorr","132.26","361"
"Uva Verde 2kg","75015281792","Frutas","2027-07-07","Unilever","99.27","281"
"Cheetos 1kg #725","75078217674","Snacks","2027-09-01","Pilsener","77.53","105"
"Banana","75082819071","Frutas","2027-12-22","Knorr","86.98","307"
"Yogurt Natural 500g","75022867971","Lacteos","2027-07-21","Kelloggs","20.92","61"
"Doritos 2kg","75040126552","Snacks","2026-09-09","Nestle","6.93","168"
"Arroz Integral 350ml","75041212149","Granos","2026-07-10","Quaker","74.04","211"
"Aceite Soya 1u","75025169556","Aceites","2027-06-07","Bimbo","79.68","325"
"Pan Centeno 200ml #915","75038524102","Panaderia","2026-06-15","Knorr","108.72","192"
"Banana 1L","75057199983","Frutas","2027-06-12","Bimbo","29.39","263"
"Muslo Pollo 500g","75095441929","Carnes","2027-01-26","Nestle","131.63","267"
"Shampoo 2kg","75062428152","Higiene","2027-06-13","Maggi","111.32","404"
"Frijol Rojo 3u","75071804414","Granos","2027-08-12","Kern","39.43","474"
"Mango 1kg","75015704030","Frutas","2026-01-26","Kelloggs","38.82","51"
"Cebolla 3u #1000","75039051484","Verduras","2026-08-03","Bayer","88.79","449"
"Pretzels 6u","75039080786","Snacks","2027-09-03","Colgate","54.56","149"
"Yogurt Natural","75057647950","Lacteos","2026-06-17","Procter","125.45","313"
"Aceite Oliva 1u","75030343293","Aceites","2026-10-15","La Costena","63.31","417"
"Acondicionador 250g","75063510158","Higiene","2027-10-02","Procter","138.16","435"
"Pechuga Pollo 250g","75043549131","Carnes","2027-04-19","Nestle","120.54","474"
"Melon 100g","75089602842","Frutas","2027-12-09","Coca Cola","45.3","423"
"Limonada 250ml #875","75031493518","Bebidas","2027-12-19","Ducal","100.81","221"
"Enjuague Bucal 600ml","75062638028","Higiene","2026-02-16","Gallo","59.83","126"
"Cloro 3u","75094930789","Limpieza","2027-04-28","Bimbo","147.44","92"
"Jamon Pavo 100g","75072481479","Carnes","2027-03-14","McCormick","60.9","341"
"Yogurt Natural 3u","75046960028","Lacteos","2027-11-02","Parma","35.22","223"
"Lechuga 12u","75038977816","Verduras","2026-11-07","Colgate","95.19","309"
"Aceite Soya 200ml","75027210579","Aceites","2027-01-03","Ducal","77.3","194"
"Pan Blanco 200g","75040081645","Panaderia","2026-07-16","La Costena","144.74","142"
"Pechuga Pollo 600ml","75064066818","Carnes","2026-07-28","Pilsener","123.07","275"
"Shampoo 500ml","75016171903","Higiene","2026-07-02","Bimbo","92.62","305"
"Longaniza 3u","75012076681","Carnes","2027-08-19","Maggi","109.95","106"
"Pan Integral #890","75037680794","Panaderia","2026-03-06","Lipton","119.73","159"
"Aceite Soya 200g #1047","75075820440","Aceites","2027-02-05","Bimbo","116.44","105"
"Papel Higienico 1kg","75040861668","Higiene","2026-11-10","Bayer","18.68","426"
"Jamon Pavo 250ml","75041710639","Carnes","2026-09-11","Ducal","111.03","428"
"Maiz Pozolero 350ml","75049140314","Granos","2027-09-12","La Costena","44.21","349"
"Arroz Integral 1L","75041960472","Granos","2026-10-05","Lipton","18.51","111"
"Aguacate 200g","75094620213","Verduras","2027-09-08","Coca Cola","65.72","38"
"Enjuague Bucal 350ml","75026547429","Higiene","2027-07-12","La Costena","65.48","107"
"Yogurt Natural 3u #392","75085164752","Lacteos","2027-07-02","Kern","146.97","358"
"Cebada 6u","75099915666","Granos","2027-01-10","Pilsener","97.57","6"
"Tomate 12u #992","75015653576","Verduras","2026-08-04","Lipton","106.11","358"
"Lechuga","75087657149","Verduras","2026-10-11","Coca Cola","64.45","478"
"Uva Verde 1kg","75062986233","Frutas","2027-02-05","Knorr","127.98","37"
"Banana 12u","75071025862","Frutas","2027-10-18","Parma","67.64","325"
"Escoba 1u","75026409751","Limpieza","2026-06-25","Parma","63.42","207"
"Limpia Vidrios 250g","75077190816","Limpieza","2027-06-07","Del Monte","34.89","248"
"Aceite Girasol 250ml","75059540879","Aceites","2026-04-24","Del Monte","5.52","298"
"Salchicha 200g","75096228826","Carnes","2027-04-21","Knorr","141.1","233"
